id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
47828453,https://www.airbnb.com/rooms/47828453,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★4.40 · 2 bedrooms · 3 beds · 1 bath,,,https://a0.muscache.com/pictures/47b30ae3-42bc-4164-aa1e-1d49344ebf3b.jpg,299638115,https://www.airbnb.com/users/show/299638115,Dominick,2019-10-03,"Albany, NY","Hi! My name is Dom . Due to my lineage in real estate and hospitality with my mom Flerida, I have developed a passion for hospitality and real estate, always looking to create amazing guest experiences. I will always try to meet your expectation and even go beyond the expectation of your stay. If you have suggestions for me, please let me know!  Flerida and I  own and operate multiple properties, from airbnb units to traditional bed and breakfasts.

Some great features I have are due to the inspirations of other guests that stayed with us at our other establishments and had interesting ideas. So please don't hesitate to let me know your thoughts. Feel free to communicate with me! 
Hope to see you soon, Dom",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/89182882-befc-488f-9851-e7b80ad0c3a4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/89182882-befc-488f-9851-e7b80ad0c3a4.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'work_email']",t,t,,THIRD WARD,,42.656,-73.76123,Entire rental unit,Entire home/apt,4,,1 bath,,3,[],$171.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,30,60,90,365,2024-01-06,15,0,0,2021-02-07,2022-09-07,4.4,4.67,4.67,4.73,4.73,4.2,4.27,,f,3,3,0,0,0.42
13711253,https://www.airbnb.com/rooms/13711253,20240106043908,2024-01-06,city scrape,Home in Albany · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,,2 block away from Honest Weight Co Op organic grocery market that the only organic market in NY<br />One block away from Shop rite<br />2 mile away to downtown Albany,https://a0.muscache.com/pictures/0dfbddb7-b6eb-403b-8af3-8ac49d7b294e.jpg,61700428,https://www.airbnb.com/users/show/61700428,Adam,2016-03-05,"Albany, NY","Guest's satisfaction and happiness is much more important than money!
顾客的满意远比赚钱重要!我的初衷是帮助更多的人､服务更多的人~
We provide emotional comfort more than physically comfortable
我们提供的情感舒适度超过身体舒适度.",within an hour,90%,91%,f,https://a0.muscache.com/im/pictures/user/fcc2b09f-611c-457c-828b-43336a05dfae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcc2b09f-611c-457c-828b-43336a05dfae.jpg?aki_policy=profile_x_medium,,3,5,"['email', 'phone']",t,t,"Albany, New York, United States",TWELFTH WARD,,42.68769,-73.79664,Private room in home,Private room,2,,1.5 shared baths,,1,[],$60.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,365,2024-01-06,223,0,0,2016-07-13,2022-12-06,4.77,4.78,4.48,4.97,4.97,4.63,4.82,,f,3,0,3,0,2.45
684100173908872919,https://www.airbnb.com/rooms/684100173908872919,20240106043908,2024-01-06,city scrape,Condo in Albany · ★4.40 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/dad915ce-0619-4836-9356-6d3ba53a69da.jpg,1176120,https://www.airbnb.com/users/show/1176120,Julia,2011-09-18,"New York, NY","Entrepreneur. Investor. Traveler. Optimist.
My husband and I split our time between our place in Manhattan, our upstate NY home, and our travels throughout the world. 
",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/ebe18601-9c90-4c1c-82b7-cbe0731e00d9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ebe18601-9c90-4c1c-82b7-cbe0731e00d9.jpg?aki_policy=profile_x_medium,Arbor Hill,5,13,"['email', 'phone']",t,t,,THIRD WARD,,42.65732,-73.75676,Entire condo,Entire home/apt,4,,1 bath,,2,[],$99.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,56,86,86,2024-01-06,73,52,0,2022-08-04,2023-11-13,4.4,4.53,4.64,4.81,4.79,4.1,4.41,,f,3,3,0,0,4.20
48124042,https://www.airbnb.com/rooms/48124042,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★4.89 · 2 bedrooms · 3 beds · 1 bath,,"Downtown Albany - Corner of North Pearl and Maiden Lane. Hopping area!<br /><br />Located in the heart of Downtown Albany, Maiden Lane is one of Albany's oldest streets - dating back to the mid 1600s when it was called Rom Street. The building is located on a cobblestone lined block at the corner of North Pearl & Maiden Lane. The Corning River Preserve is located 2 blocks away.<br /><br />There are many fantastic local dining options around Albany! Within a few minutes, here are some of my favorites:<br /><br />Food / Restaurants / Bars <br /><br />Cobblestone Lunch Shoppe @ 37 Maiden Lane, Albany<br />Emmanuel Thai Restaurant @ 35 Maiden Lane, Albany<br />Pearl Street Diner @ 40 North Pearl, Albany<br />Downtown Nutrition Albany @ 27 North Pearl, Albany<br />Wizard Burger @ 74 North Pearl, Albany<br />The Skinny Pancake Albany @ 1 Steuben Street, Albany<br />Café Capriccio @ 49 Grand St., Albany <br />Banh Mi 47 @ 74 N. Pearl Street, Albany <br />Ria’s Bistro @ 113 State Street., Alba",https://a0.muscache.com/pictures/miso/Hosting-48124042/original/b345d265-ff8e-466c-9382-c775621fd8e3.jpeg,385664127,https://www.airbnb.com/users/show/385664127,Dillon,2021-01-22,"New York, NY",Hi I'm Dillon! New York born and  raised! Love traveling the world and exploring other cultures. Happy to give recommendations during your stay! ,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/a7608a97-3406-4219-98ce-c80f49763763.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a7608a97-3406-4219-98ce-c80f49763763.jpg?aki_policy=profile_x_medium,Downtown,7,8,"['email', 'phone']",t,t,"Albany, New York, United States",THIRD WARD,,42.64981845378106,-73.75090228127745,Entire rental unit,Entire home/apt,6,,1 bath,,3,[],$117.00,1,730,1,2,730,730,1.2,730.0,,t,20,40,57,192,2024-01-06,163,51,7,2021-08-08,2024-01-04,4.89,4.94,4.93,4.96,4.93,4.89,4.86,,f,2,2,0,0,5.54
588298411730694861,https://www.airbnb.com/rooms/588298411730694861,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/b93dc43c-6bd4-4e33-87e4-8c9979c67249.jpg,353498132,https://www.airbnb.com/users/show/353498132,Michael,2020-07-04,"Albany, NY","",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/90fe32ef-2fd1-4d47-9388-a2c796561478.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90fe32ef-2fd1-4d47-9388-a2c796561478.jpg?aki_policy=profile_x_medium,Mansion Area,5,5,"['email', 'phone']",t,t,,SECOND WARD,,42.64441,-73.75647,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$110.00,13,365,13,13,365,365,13.0,365.0,,t,6,6,6,167,2024-01-06,9,4,1,2022-06-24,2023-12-15,5.0,5.0,4.89,5.0,5.0,4.56,5.0,,f,5,5,0,0,0.48
658638185191740358,https://www.airbnb.com/rooms/658638185191740358,20240106043908,2024-01-06,city scrape,Home in Albany · ★5.0 · 3 bedrooms · 3 beds · 1 bath,,Wonderful and friendly neighbors. Quiet dead-end street beautiful park next to property<br />Big backyard and decks to relax and enjoy,https://a0.muscache.com/pictures/miso/Hosting-658638185191740358/original/6f66604d-d9ba-4229-b830-c71abeadd3a9.jpeg,466389096,https://www.airbnb.com/users/show/466389096,Patrice,2022-06-27,"Albany, NY","I am very easy going, pleasant and enjoy hosting guest from all over the world.
Enjoy meeting people. ",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/288c5f12-0809-46db-ae92-64d729fcb34b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/288c5f12-0809-46db-ae92-64d729fcb34b.jpg?aki_policy=profile_x_medium,Second Avenue,3,3,"['email', 'phone']",t,t,"Albany, New York, United States",FIRST WARD,,42.6374547,-73.7716647,Entire home,Entire home/apt,4,,1 bath,,3,[],$159.00,5,365,5,5,1125,1125,5.0,1125.0,,t,0,0,0,252,2024-01-06,5,3,0,2022-07-16,2023-09-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,3,3,0,0,0.28
937871330299571029,https://www.airbnb.com/rooms/937871330299571029,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★4.87 · 2 bedrooms · 3 beds · 1 bath,,,https://a0.muscache.com/pictures/88e32736-fd14-469e-bd05-402e56aa88ae.jpg,471810429,https://www.airbnb.com/users/show/471810429,Maria,2022-07-27,,"",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-471810429/original/b16f63e5-2b2d-4a0d-af9d-c032def116ba.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-471810429/original/b16f63e5-2b2d-4a0d-af9d-c032def116ba.jpeg?aki_policy=profile_x_medium,Helderberg,2,2,"['email', 'phone']",t,t,,SEVENTH WARD,,42.65184,-73.78582,Entire rental unit,Entire home/apt,6,,1 bath,,3,[],$170.00,1,1125,1,1,100,1125,1.0,512.4,,t,20,49,75,344,2024-01-06,52,52,5,2023-08-08,2023-12-28,4.87,4.85,4.85,4.9,4.9,4.77,4.88,,f,2,2,0,0,10.26
846586211673806912,https://www.airbnb.com/rooms/846586211673806912,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★4.60 · 3 bedrooms · 3 beds · 2 baths,,,https://a0.muscache.com/pictures/miso/Hosting-846586211673806912/original/fdbe5440-57bc-4ab9-a5ee-b07b5b3e199e.jpeg,49372011,https://www.airbnb.com/users/show/49372011,Phil,2015-11-18,,"",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/41becb72-278f-4d29-82bc-a4794d33a7c5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/41becb72-278f-4d29-82bc-a4794d33a7c5.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,TWELFTH WARD,,42.67336,-73.78619,Entire rental unit,Entire home/apt,7,,2 baths,,3,[],$175.00,3,365,3,3,1125,1125,3.0,1125.0,,t,30,60,90,361,2024-01-06,10,10,0,2023-04-14,2023-10-07,4.6,4.8,4.8,4.5,4.8,4.5,4.6,,f,2,2,0,0,1.12
13083497,https://www.airbnb.com/rooms/13083497,20240106043908,2024-01-06,city scrape,Home in Albany · ★4.66 · 4 bedrooms · 4 beds · 2 baths,,"Enjoy to the fullest this immaculate Cape Cod in the middle of Nature yet close to everything! Wake up to the singing birds chirping pleasant morning music. Quite street, steps to the creek, few minutes walk to the public transport. Relax on the deck overlooking creek with nature sounds.<br /><br />Enjoy & Relax in the heart of Capital Region! <br /><br />Albany, New York, whether nature or history is your passion, you'll find an abundance of both in this upstate New York gem. Immerse yourself in breathtaking fall views on an autumn day in city surrounded by mountains, rich history, culture, picturesque architecture and exhilarating nearby attractions. Albany is one of the oldest surviving European settlements with endless natural beauty combined with all the perks and comforts a city has to offer. <br /><br />Experience everything from fishing to skiing, hiking to biking, pristine lakes to caves, exquisite cuisine to shopping, historic churches to museums, art galleries to antique Sto",https://a0.muscache.com/pictures/a430d734-d978-4b2e-bcc9-876618efc4ac.jpg,1364123,https://www.airbnb.com/users/show/1364123,Akhilesh,2011-11-02,"Albany, NY","Nature loving person with a major focus on health, cleanliness and education. I am from India,  but lived in NY since 2001. I have a passion for sports and love traveling and exploring new parts of the US. I enjoy long walks, jogging, hiking, yoga and meditation. My goal for Airbnb guests is to offer the very best stay experience via ""Immaculately Clean - Home Away From Home""  at a reasonable price.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/32770a54-86fc-4904-9d34-74fc47588167.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/32770a54-86fc-4904-9d34-74fc47588167.jpg?aki_policy=profile_x_medium,,1,5,"['email', 'phone']",t,t,"Albany, New York, United States",FIFTEENTH WARD,,42.66972,-73.82753,Entire home,Entire home/apt,8,,2 baths,,4,[],$219.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,335,2024-01-06,173,15,2,2016-07-01,2023-12-28,4.66,4.82,4.73,4.9,4.86,4.79,4.78,,f,1,1,0,0,1.89
904392960639597224,https://www.airbnb.com/rooms/904392960639597224,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★5.0 · 1 bedroom · 2 beds · 2 baths,,,https://a0.muscache.com/pictures/miso/Hosting-904392960639597224/original/15174f9e-79ce-4967-803c-19de4e994396.jpeg,4259750,https://www.airbnb.com/users/show/4259750,Peter,2012-11-27,"Albany, NY","I was born in Poland but grew up in NY and now i'm back in NY after grad school in Europe.  I love sailing, flying gliders, hiking, hammocks, cycling, photography, travel, minimalism, tennis,  podcasts, and my KJV.  I started traveling airbnb during my time in Europe and now I’m a host in NY! 
Listings:
airbnb.com/h/38eden
airbnb.com/h/53eden
airbnb.com/h/55eden
airbnb.com/h/18home
airbnb.com/h/24miller
airbnb.com/h/24eden
airbnb.com/h/433western",within an hour,100%,89%,t,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_x_medium,Pine Hills,9,14,"['email', 'phone']",t,t,,THIRTEENTH WARD,,42.6652959,-73.7868778,Entire rental unit,Entire home/apt,5,,2 baths,,2,[],$333.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,180,2024-01-06,7,7,0,2023-06-11,2023-10-09,5.0,5.0,5.0,5.0,5.0,5.0,4.86,,f,9,9,0,0,1.00
